source_layer,source_id,damaged_flag,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,lon,lat,google_maps
caraballeda_east,9847,1,1.0,1.0,0.8362823439878234,0.7236714585688904,0.0,-66.8470876,10.6186893,"https://www.google.com/maps/search/?api=1&query=10.6186893,-66.8470876"
caraballeda_east,9849,1,1.0,1.0,0.9481605351170569,0.6723920579892846,0.0,-66.8473502,10.6190484,"https://www.google.com/maps/search/?api=1&query=10.6190484,-66.8473502"
caraballeda_east,9850,1,1.0,1.0,0.7103296703296703,0.5552841250751653,0.0,-66.8472979,10.6191938,"https://www.google.com/maps/search/?api=1&query=10.6191938,-66.8472979"
caraballeda_east,9851,1,1.0,1.0,0.849036850921273,0.7052971405982343,0.0,-66.8471529,10.6191972,"https://www.google.com/maps/search/?api=1&query=10.6191972,-66.8471529"
caraballeda_east,9856,1,1.0,1.0,0.7002583979328165,0.5848243702164326,0.0,-66.8470631,10.6192242,"https://www.google.com/maps/search/?api=1&query=10.6192242,-66.8470631"
caraballeda_east,9893,1,1.0,1.0,0.7832153483123012,0.46553911205073994,0.0,-66.8445158,10.6184097,"https://www.google.com/maps/search/?api=1&query=10.6184097,-66.8445158"
caraballeda_east,9905,1,1.0,1.0,0.3407843934159724,0.19486150660108723,0.0,-66.8453795,10.6193581,"https://www.google.com/maps/search/?api=1&query=10.6193581,-66.8453795"
caraballeda_east,9955,1,1.0,1.0,0.6107826357554069,0.2769962982548916,0.0,-66.8370071,10.6123355,"https://www.google.com/maps/search/?api=1&query=10.6123355,-66.8370071"
caraballeda_east,9989,1,1.0,1.0,0.6193656093489148,0.5339333815123842,0.0,-66.8323364,10.612959,"https://www.google.com/maps/search/?api=1&query=10.6129590,-66.8323364"
catia_la_mar_east,10736,1,1.0,1.0,0.2889983579638752,0.09578293559986924,0.0,-67.0188984,10.592668,"https://www.google.com/maps/search/?api=1&query=10.5926680,-67.0188984"
catia_la_mar_east,11506,1,1.0,1.0,0.4043433298862461,0.1801319556828084,0.0,-67.022026,10.5957037,"https://www.google.com/maps/search/?api=1&query=10.5957037,-67.0220260"
catia_la_mar_east,11585,1,1.0,1.0,0.6313426133812303,0.24576765907764156,0.0,-67.0207878,10.5959109,"https://www.google.com/maps/search/?api=1&query=10.5959109,-67.0207878"
catia_la_mar_east,11589,1,1.0,1.0,0.5510204081632653,0.27677793904208997,0.0,-67.0209835,10.5960804,"https://www.google.com/maps/search/?api=1&query=10.5960804,-67.0209835"
catia_la_mar_east,11671,1,1.0,1.0,0.7061320754716981,0.24779026217228464,0.0,-67.021682,10.5967315,"https://www.google.com/maps/search/?api=1&query=10.5967315,-67.0216820"
